family,genus,species,latin_name,common_name,xc_id,local_file_path,quality,duration
phylloscopidae,Phylloscopus,humei,Phylloscopus_humei,Hume's Leaf Warbler,819043,phylloscopidae/Phylloscopus_humei/819043.mp3,A,0:15
phylloscopidae,Phylloscopus,collybita,Phylloscopus_collybita,Common Chiffchaff,1031004,phylloscopidae/Phylloscopus_collybita/1031004.mp3,A,0:20
phylloscopidae,Phylloscopus,humei,Phylloscopus_humei,Hume's Leaf Warbler,811534,phylloscopidae/Phylloscopus_humei/811534.mp3,A,0:29
phylloscopidae,Phylloscopus,humei,Phylloscopus_humei,Hume's Leaf Warbler,833981,phylloscopidae/Phylloscopus_humei/833981.mp3,A,0:14
phylloscopidae,Phylloscopus,humei,Phylloscopus_humei,Hume's Leaf Warbler,765990,phylloscopidae/Phylloscopus_humei/765990.mp3,A,0:13
phylloscopidae,Phylloscopus,humei,Phylloscopus_humei,Hume's Leaf Warbler,807802,phylloscopidae/Phylloscopus_humei/807802.mp3,A,0:10
phylloscopidae,Phylloscopus,humei,Phylloscopus_humei,Hume's Leaf Warbler,488054,phylloscopidae/Phylloscopus_humei/488054.mp3,A,0:13
phylloscopidae,Phylloscopus,collybita,Phylloscopus_collybita,Common Chiffchaff,904320,phylloscopidae/Phylloscopus_collybita/904320.mp3,A,0:26
phylloscopidae,Phylloscopus,humei,Phylloscopus_humei,Hume's Leaf Warbler,732548,phylloscopidae/Phylloscopus_humei/732548.mp3,A,0:23
phylloscopidae,Phylloscopus,humei,Phylloscopus_humei,Hume's Leaf Warbler,807803,phylloscopidae/Phylloscopus_humei/807803.mp3,A,0:12
phylloscopidae,Phylloscopus,proregulus,Phylloscopus_proregulus,Pallas's Leaf Warbler,805897,phylloscopidae/Phylloscopus_proregulus/805897.mp3,A,0:29
phylloscopidae,Phylloscopus,proregulus,Phylloscopus_proregulus,Pallas's Leaf Warbler,953886,phylloscopidae/Phylloscopus_proregulus/953886.mp3,A,0:14
phylloscopidae,Phylloscopus,proregulus,Phylloscopus_proregulus,Pallas's Leaf Warbler,761663,phylloscopidae/Phylloscopus_proregulus/761663.mp3,A,0:13
phylloscopidae,Phylloscopus,proregulus,Phylloscopus_proregulus,Pallas's Leaf Warbler,720251,phylloscopidae/Phylloscopus_proregulus/720251.mp3,A,0:20
phylloscopidae,Phylloscopus,proregulus,Phylloscopus_proregulus,Pallas's Leaf Warbler,962567,phylloscopidae/Phylloscopus_proregulus/962567.mp3,A,0:16
phylloscopidae,Phylloscopus,proregulus,Phylloscopus_proregulus,Pallas's Leaf Warbler,607598,phylloscopidae/Phylloscopus_proregulus/607598.mp3,A,0:25
phylloscopidae,Phylloscopus,proregulus,Phylloscopus_proregulus,Pallas's Leaf Warbler,266123,phylloscopidae/Phylloscopus_proregulus/266123.mp3,A,0:10
phylloscopidae,Phylloscopus,proregulus,Phylloscopus_proregulus,Pallas's Leaf Warbler,393064,phylloscopidae/Phylloscopus_proregulus/393064.mp3,A,0:23
phylloscopidae,Phylloscopus,pulcher,Phylloscopus_pulcher,Buff-barred Warbler,1030784,phylloscopidae/Phylloscopus_pulcher/1030784.mp3,A,0:26
phylloscopidae,Phylloscopus,pulcher,Phylloscopus_pulcher,Buff-barred Warbler,1030781,phylloscopidae/Phylloscopus_pulcher/1030781.mp3,A,0:25
phylloscopidae,Phylloscopus,pulcher,Phylloscopus_pulcher,Buff-barred Warbler,1026388,phylloscopidae/Phylloscopus_pulcher/1026388.mp3,A,0:10
phylloscopidae,Phylloscopus,proregulus,Phylloscopus_proregulus,Pallas's Leaf Warbler,378848,phylloscopidae/Phylloscopus_proregulus/378848.mp3,A,0:28
phylloscopidae,Phylloscopus,pulcher,Phylloscopus_pulcher,Buff-barred Warbler,637045,phylloscopidae/Phylloscopus_pulcher/637045.mp3,A,0:14
phylloscopidae,Phylloscopus,pulcher,Phylloscopus_pulcher,Buff-barred Warbler,1005549,phylloscopidae/Phylloscopus_pulcher/1005549.mp3,A,0:24
phylloscopidae,Phylloscopus,pulcher,Phylloscopus_pulcher,Buff-barred Warbler,547675,phylloscopidae/Phylloscopus_pulcher/547675.mp3,A,0:11
phylloscopidae,Phylloscopus,proregulus,Phylloscopus_proregulus,Pallas's Leaf Warbler,984576,phylloscopidae/Phylloscopus_proregulus/984576.mp3,A,0:11
phylloscopidae,Phylloscopus,pulcher,Phylloscopus_pulcher,Buff-barred Warbler,19618,phylloscopidae/Phylloscopus_pulcher/19618.mp3,A,0:16
phylloscopidae,Phylloscopus,pulcher,Phylloscopus_pulcher,Buff-barred Warbler,637044,phylloscopidae/Phylloscopus_pulcher/637044.mp3,A,0:27
phylloscopidae,Phylloscopus,pulcher,Phylloscopus_pulcher,Buff-barred Warbler,111089,phylloscopidae/Phylloscopus_pulcher/111089.mp3,A,0:10
phylloscopidae,Phylloscopus,inornatus,Phylloscopus_inornatus,Yellow-browed Warbler,994268,phylloscopidae/Phylloscopus_inornatus/994268.mp3,A,0:14
phylloscopidae,Phylloscopus,inornatus,Phylloscopus_inornatus,Yellow-browed Warbler,738899,phylloscopidae/Phylloscopus_inornatus/738899.mp3,A,0:21
phylloscopidae,Phylloscopus,inornatus,Phylloscopus_inornatus,Yellow-browed Warbler,1010772,phylloscopidae/Phylloscopus_inornatus/1010772.mp3,A,0:27
phylloscopidae,Phylloscopus,inornatus,Phylloscopus_inornatus,Yellow-browed Warbler,431701,phylloscopidae/Phylloscopus_inornatus/431701.mp3,A,0:20
phylloscopidae,Phylloscopus,inornatus,Phylloscopus_inornatus,Yellow-browed Warbler,431702,phylloscopidae/Phylloscopus_inornatus/431702.mp3,A,0:26
phylloscopidae,Phylloscopus,inornatus,Phylloscopus_inornatus,Yellow-browed Warbler,431687,phylloscopidae/Phylloscopus_inornatus/431687.mp3,A,0:14
phylloscopidae,Phylloscopus,yunnanensis,Phylloscopus_yunnanensis,Chinese Leaf Warbler,1070727,phylloscopidae/Phylloscopus_yunnanensis/1070727.mp3,A,0:10
phylloscopidae,Phylloscopus,inornatus,Phylloscopus_inornatus,Yellow-browed Warbler,431700,phylloscopidae/Phylloscopus_inornatus/431700.mp3,A,0:26
phylloscopidae,Phylloscopus,inornatus,Phylloscopus_inornatus,Yellow-browed Warbler,1050770,phylloscopidae/Phylloscopus_inornatus/1050770.mp3,A,0:23
phylloscopidae,Phylloscopus,inornatus,Phylloscopus_inornatus,Yellow-browed Warbler,431586,phylloscopidae/Phylloscopus_inornatus/431586.mp3,A,0:28
phylloscopidae,Phylloscopus,yunnanensis,Phylloscopus_yunnanensis,Chinese Leaf Warbler,906187,phylloscopidae/Phylloscopus_yunnanensis/906187.mp3,A,0:12
phylloscopidae,Phylloscopus,yunnanensis,Phylloscopus_yunnanensis,Chinese Leaf Warbler,808478,phylloscopidae/Phylloscopus_yunnanensis/808478.mp3,A,0:11
phylloscopidae,Phylloscopus,yunnanensis,Phylloscopus_yunnanensis,Chinese Leaf Warbler,1012175,phylloscopidae/Phylloscopus_yunnanensis/1012175.mp3,A,0:24
phylloscopidae,Phylloscopus,yunnanensis,Phylloscopus_yunnanensis,Chinese Leaf Warbler,922205,phylloscopidae/Phylloscopus_yunnanensis/922205.mp3,A,0:16
phylloscopidae,Phylloscopus,yunnanensis,Phylloscopus_yunnanensis,Chinese Leaf Warbler,807634,phylloscopidae/Phylloscopus_yunnanensis/807634.mp3,A,0:24
phylloscopidae,Phylloscopus,yunnanensis,Phylloscopus_yunnanensis,Chinese Leaf Warbler,806792,phylloscopidae/Phylloscopus_yunnanensis/806792.mp3,A,0:29
phylloscopidae,Phylloscopus,armandii,Phylloscopus_armandii,Yellow-streaked Warbler,914723,phylloscopidae/Phylloscopus_armandii/914723.mp3,A,0:24
phylloscopidae,Phylloscopus,armandii,Phylloscopus_armandii,Yellow-streaked Warbler,748409,phylloscopidae/Phylloscopus_armandii/748409.mp3,A,0:26
phylloscopidae,Phylloscopus,armandii,Phylloscopus_armandii,Yellow-streaked Warbler,665880,phylloscopidae/Phylloscopus_armandii/665880.mp3,A,0:18
phylloscopidae,Phylloscopus,armandii,Phylloscopus_armandii,Yellow-streaked Warbler,491408,phylloscopidae/Phylloscopus_armandii/491408.mp3,A,0:26
phylloscopidae,Phylloscopus,armandii,Phylloscopus_armandii,Yellow-streaked Warbler,665879,phylloscopidae/Phylloscopus_armandii/665879.mp3,A,0:28
phylloscopidae,Phylloscopus,armandii,Phylloscopus_armandii,Yellow-streaked Warbler,69071,phylloscopidae/Phylloscopus_armandii/69071.mp3,A,0:26
phylloscopidae,Phylloscopus,armandii,Phylloscopus_armandii,Yellow-streaked Warbler,460050,phylloscopidae/Phylloscopus_armandii/460050.mp3,A,0:29
phylloscopidae,Phylloscopus,yunnanensis,Phylloscopus_yunnanensis,Chinese Leaf Warbler,807633,phylloscopidae/Phylloscopus_yunnanensis/807633.mp3,A,0:24
phylloscopidae,Phylloscopus,yunnanensis,Phylloscopus_yunnanensis,Chinese Leaf Warbler,793256,phylloscopidae/Phylloscopus_yunnanensis/793256.mp3,A,0:18
